#"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
4330	4.429999999999814	-14509.180270748753	3341.998465960823	-11167.18180478793	302.10449158232683	8.885728708373476	0.9965287582272003
4340	4.439999999999817	-14509.228440219023	3307.3320202636496	-11201.896419955374	298.9707711276408	8.885728708373476	0.9965287582272003
4350	4.449999999999821	-14543.955263729476	3361.827645367751	-11182.127618361726	303.8969771936278	8.885728708373476	0.9965287582272003
4360	4.459999999999824	-14508.817186163504	3290.1047958176764	-11218.712390345827	297.4134927699055	8.907832602317066	0.9940559719763831
4370	4.4699999999998274	-14552.732491878169	3319.427856110822	-11233.304635767347	300.06419064177055	8.840942712574178	1.001576922685541
4380	4.479999999999831	-14475.428245109284	3246.726910833707	-11228.701334275578	293.4922899260163	8.8401470131121	1.001667074378429
4390	4.489999999999834	-14509.045924141492	3194.9429986322793	-11314.102925509213	288.8112128318476	8.778374054219793	1.0087157531687354
4400	4.4999999999998375	-14648.209072160233	3306.982512265221	-11341.22655989501	298.93917687730084	8.778374054219793	1.0087157531687354
4410	4.509999999999841	-14573.23341589458	3257.7289921849238	-11315.504423709655	294.48683801657063	8.725413136486397	1.01483838727033
4420	4.519999999999844	-14589.015104480153	3308.4364058955816	-11280.578698584572	299.0706035671957	8.76577876605439	1.0101651469906903
4430	4.5299999999998475	-14630.887684517196	3363.409768364019	-11267.477916153177	304.0399953512591	8.76577876605439	1.0101651469906903
4440	4.539999999999851	-14552.906349509563	3257.07423401029	-11295.832115499274	294.42765026185685	8.76577876605439	1.0101651469906903
4450	4.549999999999854	-14599.211157148547	3289.3227534505413	-11309.888403698005	297.3427989876894	8.83758752300686	1.0019571713035167
4460	4.5599999999998575	-14608.689009651956	3320.5949347424585	-11288.094074909499	300.16969030020493	8.775804126022576	1.0090111479861015
4470	4.569999999999861	-14618.529591687464	3288.5562180125053	-11329.973373674959	297.273506975396	8.775804126022576	1.0090111479861015
4480	4.579999999999864	-14597.758272127136	3274.766095848459	-11322.992176278676	296.02693014789	8.725954901312235	1.014775379410634
4490	4.5899999999998675	-14695.607134196445	3360.6175602624494	-11334.989573933995	303.78758990658025	8.724746406243632	1.0149159394893636
4500	4.599999999999871	-14725.152148916302	3390.7649567073195	-11334.387192208982	306.5128047647774	8.698214591806304	1.0180116967958555
4510	4.609999999999874	-14679.69160618047	3382.4106908973895	-11297.28091528308	305.7576095572515	8.698214591806304	1.0180116967958555
4520	4.6199999999998775	-14639.099822641052	3389.668118462161	-11249.43170417889	306.41365458150335	8.733521599470613	1.0138961809215596
4530	4.629999999999881	-14509.024675284154	3226.2888702102105	-11282.735805073944	291.64476547787893	8.75084685296835	1.0118888313872805
4540	4.639999999999884	-14608.393905213976	3303.173046321118	-11305.220858892859	298.5948150279567	8.731561084454341	1.0141238330754425
4550	4.649999999999888	-14647.088078272114	3381.367457109559	-11265.720621162556	305.66330502172156	8.731561084454341	1.0141238330754425
4560	4.659999999999891	-14605.495375709133	3382.195507974996	-11223.299867734138	305.7381578046462	8.731561084454341	1.0141238330754425
4570	4.669999999999894	-14607.61533715763	3354.7280459591575	-11252.887291198473	303.2551992599702	8.658189128289465	1.0227178067486495
4580	4.679999999999898	-14569.777037535432	3330.697186884352	-11239.07985065108	301.0828971069249	8.714164212322784	1.0161484199686561
4590	4.689999999999901	-14625.841008623553	3357.4862614391045	-11268.354747184449	303.50453189543697	8.714164212322784	1.0161484199686561
4600	4.699999999999904	-14659.992427249808	3457.579456379068	-11202.41297087074	312.5525922330394	8.714164212322784	1.0161484199686561
4610	4.709999999999908	-14486.00121139824	3311.3320807868763	-11174.669130611363	299.33236203289584	8.799437721801482	1.0063011382830005
4620	4.719999999999911	-14469.847089580022	3246.9173355726457	-11222.929754007377	293.50950362899306	8.77653040655927	1.008927649710115
4630	4.729999999999914	-14563.308575505356	3317.99199950931	-11245.316575996047	299.9343944336026	8.805419942367948	1.0056174780595364
4640	4.739999999999918	-14553.057439599972	3307.6462577501366	-11245.411181849835	298.9991770521372	8.805419942367948	1.0056174780595364
4650	4.749999999999921	-14499.722717119308	3288.4941994859905	-11211.228517633317	297.26790072643684	8.805419942367948	1.0056174780595364
4660	4.759999999999924	-14524.010859862583	3344.441240139246	-11179.569619723337	302.32530947280145	8.768297251470894	1.0098750010116029
4670	4.769999999999928	-14502.14492775509	3295.0443038529083	-11207.10062390218	297.8600063092891	8.768297251470894	1.0098750010116029
4680	4.779999999999931	-14480.326738531134	3275.286552772419	-11205.040185758715	296.073977558595	8.849392712281025	1.0006205491830595
4690	4.789999999999934	-14508.335372846326	3284.987929756815	-11223.347443089511	296.9509467108465	8.773093184646997	1.0093229388233722
4700	4.799999999999938	-14484.556118296194	3259.690530507422	-11224.865587788772	294.66415393806886	8.834661944671526	1.002288967156222
4710	4.809999999999941	-14571.395911418746	3383.1007507948725	-11188.295160623873	305.81998845916115	8.868222201692522	0.9984959774698956
4720	4.819999999999944	-14561.044197664512	3354.4649863789205	-11206.579211285592	303.2314196318366	8.815086434810288	1.004514732916487
4730	4.829999999999948	-14526.62810675038	3277.400772118954	-11249.227334631427	296.26509528868496	8.883163238292664	0.9968165571390655
4740	4.839999999999951	-14591.110593718893	3348.6192249518776	-11242.491368767016	302.70298408591526	8.883163238292664	0.9968165571390655
4750	4.849999999999954	-14559.232878388837	3371.5505235595683	-11187.682354829269	304.7758899767345	8.883233090331343	0.9968087188139875
4760	4.859999999999958	-14477.15492206478	3280.7826155333746	-11196.372306531404	296.5708016185144	8.883233090331343	0.9968087188139875
4770	4.869999999999961	-14572.820929226942	3340.391085271797	-11232.429843955146	301.959190221245	8.862364815540138	0.9991559115431791
4780	4.879999999999964	-14488.316671759603	3322.050675398085	-11166.265996361519	300.3012839544579	8.862364815540138	0.9991559115431791
4790	4.889999999999968	-14507.302540432982	3332.422843773214	-11174.879696659767	301.23889020577434	8.862364815540138	0.9991559115431791
4800	4.899999999999971	-14515.777954230558	3314.7384197922124	-11201.039534438345	299.64028267494444	8.884645896499096	0.9966502096823443
4810	4.909999999999974	-14395.387373824562	3198.337302210176	-11197.050071614387	289.1180455150822	8.876304213981197	0.9975868314373169
4820	4.919999999999978	-14527.193466158056	3266.9365152357236	-11260.256950922332	295.3191645715724	8.876304213981197	0.9975868314373169
4830	4.929999999999981	-14592.606345909473	3367.040665788106	-11225.565680121366	304.36821525664317	8.878512482427844	0.9973387110988013
4840	4.939999999999984	-14555.121656040426	3362.823845917483	-11192.297810122944	303.9870300957031	8.878512482427844	0.9973387110988013
4850	4.949999999999988	-14454.269427781539	3267.701098663184	-11186.568329118356	295.3882801292179	8.893168332613813	0.9956951071336175
4860	4.959999999999991	-14454.068465950286	3267.560686548202	-11186.507779402084	295.37558738532806	8.893168332613813	0.9956951071336175
4870	4.969999999999994	-14494.811831802961	3240.677012921694	-11254.134818881266	292.9454011852077	8.896142561284316	0.9953622184783024
4880	4.979999999999998	-14695.334061558635	3456.9040184532128	-11238.430043105422	312.49153510411963	8.878974239887782	0.997286843779729
4890	4.990000000000001	-14513.012562047637	3352.5573681629066	-11160.45519388473	303.0589778916169	8.904529794237042	0.9944246805069968
4900	5.000000000000004	-14388.304693197484	3132.4079141443335	-11255.89677905315	283.158268912899	8.86486407215788	0.9988742211524687
4910	5.010000000000008	-14585.932510459992	3327.862455462114	-11258.070054997877	300.8266477089045	8.780136974572931	1.0085132181129681
4920	5.020000000000011	-14483.825848060402	3299.162200948243	-11184.663647112158	298.232249211566	8.73916448713054	1.0132415070959102
4930	5.0300000000000145	-14523.438654010399	3291.053979518395	-11232.384674492005	297.49929552003965	8.75395058012561	1.0115300645862395
4940	5.040000000000018	-14605.320086914933	3424.603231414371	-11180.716855500563	309.5716615777047	8.830643108684553	1.0027451100351696
4950	5.050000000000021	-14472.739084557912	3296.8998481179124	-11175.839236439999	298.02774075396246	8.893317381576248	0.9956784196236308
4960	5.0600000000000245	-14563.632160101275	3393.559729628833	-11170.072430472443	306.7654420598394	8.921144957887815	0.9925726167995931
4970	5.070000000000028	-14521.573254589974	3396.571797044361	-11125.001457545612	307.03772198589206	8.921144957887815	0.9925726167995931
4980	5.080000000000031	-14477.095614170752	3341.157977928391	-11135.93763624236	302.02851452479524	8.833876265735345	1.0023781100540592
4990	5.0900000000000345	-14470.283929235304	3338.0753560800213	-11132.208573155283	301.7498567349346	8.907766943076473	0.9940632991730469
5000	5.100000000000038	-14517.500861430803	3382.2976821704615	-11135.203179260341	305.7473939798535	8.907766943076473	0.9940632991730469
5010	5.110000000000041	-14410.881443644634	3255.1443301182917	-11155.737113526342	294.2531939776804	8.907766943076473	0.9940632991730469
5020	5.1200000000000445	-14515.04052279502	3398.121869248715	-11116.918653546305	307.1778428686459	8.907766943076473	0.9940632991730469
5030	5.130000000000048	-14317.601710235203	3193.737160950554	-11123.86454928465	288.70220949642453	8.866874230542772	0.9986477720861017
5040	5.140000000000051	-14550.985279930735	3362.8968502081507	-11188.088429722586	303.9936294177375	8.842107116834194	1.0014450264734618
5050	5.1500000000000545	-14642.694949389208	3486.3938841654176	-11156.30106522379	315.15731157845306	8.775781886764104	1.009013704984442
5060	5.160000000000058	-14448.775914759543	3312.541297537291	-11136.234617222251	299.4416708238237	8.740878190073103	1.0130428548650383
5070	5.170000000000061	-14509.749756181878	3336.0443119106267	-11173.70544427125	301.5662577379794	8.814168171709191	1.0046193836102084
5080	5.1800000000000646	-14543.384429539517	3386.9203898973215	-11156.464039642196	306.1652699249746	8.76758250435317	1.0099573276102836
5090	5.190000000000068	-14525.336498102064	3399.7084329229538	-11125.62806517911	307.32126244739516	8.76758250435317	1.0099573276102836
5100	5.200000000000071	-14408.881600793979	3286.371325099779	-11122.5102756942	297.0760006122771	8.76758250435317	1.0099573276102836
5110	5.210000000000075	-14437.418658576331	3314.8725881965433	-11122.546070379787	299.65241101012765	8.786980461309739	1.0077277666302384
5120	5.220000000000078	-14529.092259346762	3364.1467142372703	-11164.945545109491	304.106612574645	8.782820099572522	1.0082051203724631
5130	5.230000000000081	-14483.942755107864	3373.4087841129585	-11110.533970994906	304.94386996398686	8.800548650969777	1.0061741087839384
5140	5.240000000000085	-14364.801127619296	3259.026873578915	-11105.774254040381	294.60416176840937	8.812595538082771	1.004798660897767
5150	5.250000000000088	-14429.525040295937	3280.2906247392475	-11149.23441555669	296.5263274422881	8.737589716779539	1.0134241229814689
5160	5.260000000000091	-14635.317346424843	3508.599831784128	-11126.717514640715	317.1646483812022	8.737589716779539	1.0134241229814689
5170	5.270000000000095	-14452.496874085202	3365.3703071480436	-11087.126566937159	304.2172209181191	8.762349077512997	1.0105605377470845
5180	5.280000000000098	-14510.10009642729	3382.0461206129908	-11128.053975814299	305.7246537311085	8.762349077512997	1.0105605377470845
5190	5.290000000000101	-14538.942126327362	3418.0152215223675	-11120.926904804994	308.97612947341605	8.762349077512997	1.0105605377470845
5200	5.300000000000105	-14558.811849977992	3426.6406093406754	-11132.171240637317	309.7558331232205	8.762349077512997	1.0105605377470845
5210	5.310000000000108	-14464.540606072049	3374.7070648546373	-11089.833541217411	305.0612298154023	8.763840401121048	1.0103885728643016
5220	5.320000000000111	-14451.239169634948	3295.7261153711243	-11155.513054263824	297.9216395877491	8.707184054229147	1.016963020484024
5230	5.330000000000115	-14625.168101992675	3437.1255937284545	-11188.04250826422	310.7036375312658	8.640935287513447	1.024759924830698
5240	5.340000000000118	-14556.09486190594	3397.0578931815894	-11159.036968724351	307.0816633065998	8.640935287513447	1.024759924830698
5250	5.350000000000121	-14577.261193415958	3421.4363103816027	-11155.824883034355	309.28538344854616	8.640935287513447	1.024759924830698
5260	5.360000000000125	-14562.088639852747	3368.4460410583156	-11193.642598794431	304.4952560634578	8.640935287513447	1.024759924830698
5270	5.370000000000128	-14599.377460582306	3361.4069642508034	-11237.970496331502	303.85894915254755	8.630162668354425	1.0260390836164421
5280	5.380000000000131	-14559.286505483047	3362.83412082744	-11196.452384655608	303.9879589101476	8.630162668354425	1.0260390836164421
5290	5.390000000000135	-14558.146169201289	3319.5027702540006	-11238.643398947288	300.0709626075173	8.630162668354425	1.0260390836164421
5300	5.400000000000138	-14603.079235362537	3352.8300244368074	-11250.24921092573	303.08362502591166	8.647928613381612	1.0239312315780862
5310	5.410000000000141	-14557.051689086016	3312.5782207734655	-11244.47346831255	299.4450085499196	8.647928613381612	1.0239312315780862
5320	5.420000000000145	-14631.510874294658	3396.6419963890708	-11234.868877905586	307.044067751026	8.647928613381612	1.0239312315780862
5330	5.430000000000148	-14637.182374891101	3427.4130453209796	-11209.769329570121	309.8256585230483	8.656502209556457	1.022917106856825
5340	5.440000000000151	-14459.983052266347	3230.539199075793	-11229.443853190554	292.0289797299418	8.695600945138343	1.018317681729624
5350	5.450000000000155	-14645.460686281478	3424.68547919006	-11220.775207091418	309.57909647712535	8.627428924045882	1.0263642011607157
5360	5.460000000000158	-14561.348469071232	3365.9273540775453	-11195.421114993687	304.2675759320841	8.536472084391258	1.0373001994454072
5370	5.470000000000161	-14499.684696257467	3259.181581332272	-11240.503114925195	294.6181467859514	8.545192152844587	1.0362416710256803
5380	5.480000000000165	-14586.642190098015	3320.3861461369547	-11266.25604396106	300.1508165705619	8.545192152844587	1.0362416710256803
5390	5.490000000000168	-14580.60045320225	3364.077306380099	-11216.523146822152	304.1003383571024	8.535752316277707	1.0373876686666403
5400	5.500000000000171	-14544.05341642323	3319.4266082723293	-11224.6268081509	300.0640778417147	8.560509829985733	1.0343874806010196
5410	5.510000000000175	-14582.196027081287	3341.47253730419	-11240.723489777098	302.0569495469133	8.599398192075038	1.0297097538592428
5420	5.520000000000178	-14551.606734973691	3305.639893248761	-11245.96684172493	298.817809007301	8.611866688159623	1.028218911919956
5430	5.530000000000181	-14483.487224434197	3264.178467049921	-11219.308757384275	295.0698470588871	8.693273771018097	1.0185902835845213
5440	5.540000000000185	-14520.046384225037	3323.1668297039437	-11196.879554521094	300.4021802392807	8.693273771018097	1.0185902835845213
5450	5.550000000000188	-14484.859537593742	3303.3645026505765	-11181.495034943166	298.61212198296	8.693273771018097	1.0185902835845213
5460	5.5600000000001915	-14486.02752572921	3267.5021573344625	-11218.525368394749	295.37029655753753	8.693273771018097	1.0185902835845213
5470	5.570000000000195	-14577.057353995348	3379.8744532923074	-11197.18290070304	305.52834291334983	8.693273771018097	1.0185902835845213
5480	5.580000000000198	-14449.496054734867	3258.357908751912	-11191.138145982955	294.5436897840543	8.693273771018097	1.0185902835845213
5490	5.5900000000002015	-14666.338391457943	3441.9516816769496	-11224.386709780993	311.13989830782265	8.661924304844982	1.0222767925536238
5500	5.600000000000205	-14685.151797135879	3491.167324547973	-11193.984472587907	315.58881320676267	8.71633963231139	1.015894810118944
5510	5.610000000000208	-14493.801061809736	3357.0387575965897	-11136.762304213145	303.4640791776392	8.693627424665639	1.0185488476968827
5520	5.6200000000002115	-14515.723495451355	3365.281564806116	-11150.44193064524	304.2091989335602	8.688031924837302	1.0192048409012984
5530	5.630000000000215	-14651.561870089525	3461.319082938315	-11190.24278715121	312.89064085630963	8.706673839537364	1.0170226149380732
5540	5.640000000000218	-14568.52540367063	3378.235510012171	-11190.289893658459	305.3801884089654	8.706673839537364	1.0170226149380732
5550	5.6500000000002215	-14549.058947019777	3334.252464529452	-11214.806482490325	301.4042812596547	8.656154751513602	1.022958166748446
5560	5.660000000000225	-14572.262834139965	3333.1144835615546	-11239.14835057841	301.30141192406444	8.723889313084008	1.015015651610656
5570	5.670000000000228	-14686.250310949208	3460.7221242443284	-11225.52818670488	312.83667796417205	8.723889313084008	1.015015651610656
5580	5.6800000000002315	-14548.354194947791	3358.8124554525775	-11189.541739495213	303.6244150049777	8.723889313084008	1.015015651610656
5590	5.690000000000235	-14554.91163292892	3332.9498357257216	-11221.9617972032	301.286528359263	8.644748105433171	1.0243079483292248
5600	5.700000000000238	-14572.901474115044	3278.6175965048683	-11294.283877610176	296.375091782159	8.592265251437588	1.0305645759967288
5610	5.7100000000002415	-14708.329715243244	3445.1234259084877	-11263.206289334757	311.4266124365865	8.602750373567682	1.029308513112994
5620	5.720000000000245	-14637.473376043808	3376.551469120771	-11260.921906923038	305.2279572447438	8.602750373567682	1.029308513112994
5630	5.730000000000248	-14646.138435382229	3342.143874305311	-11303.994561076917	302.11763596717043	8.64026348495141	1.0248396025331399
5640	5.740000000000252	-14711.564850192328	3400.373697993844	-11311.191152198484	307.3813999872701	8.610705693683983	1.0283575482314218
5650	5.750000000000255	-14776.44340527118	3513.727568374547	-11262.715836896634	317.6281770965486	8.610705693683983	1.0283575482314218
5660	5.760000000000258	-14615.685028558564	3327.9540983199076	-11287.730930238657	300.8349318895356	8.64485870598509	1.0242948435431
5670	5.770000000000262	-14734.053480096023	3360.5957327359	-11373.457747360124	303.7856167776642	8.64485870598509	1.0242948435431
5680	5.780000000000265	-14740.100187028893	3411.4760849115064	-11328.624102117386	308.3850153357728	8.64485870598509	1.0242948435431
5690	5.790000000000268	-14560.947160422786	3299.1132156256863	-11261.8339447971	298.22782111678475	8.64485870598509	1.0242948435431
5700	5.800000000000272	-14502.186134157786	3206.6984498438196	-11295.487684313966	289.87386281441195	8.64485870598509	1.0242948435431
5710	5.810000000000275	-14788.68484089031	3401.6977247742625	-11386.987116116048	307.5010871868346	8.64485870598509	1.0242948435431
5720	5.820000000000278	-14722.173417843242	3397.9694218578384	-11324.203995985403	307.1640621796411	8.651816251819856	1.0234711346113754
5730	5.830000000000282	-14663.358182100974	3350.831133252444	-11312.52704884853	302.9029325417196	8.651816251819856	1.0234711346113754
5740	5.840000000000285	-14616.73868648678	3224.8978714779473	-11391.840815008833	291.51902425774307	8.651816251819856	1.0234711346113754
5750	5.850000000000288	-14652.213576426151	3258.671235295302	-11393.54234113085	294.5720133626119	8.651816251819856	1.0234711346113754
5760	5.860000000000292	-14702.771745504237	3342.365840158536	-11360.4059053457	302.13770087202306	8.653927895192833	1.0232213976058204
5770	5.870000000000295	-14626.37709942269	3270.780329874853	-11355.596769547838	295.6666314178676	8.653927895192833	1.0232213976058204
5780	5.880000000000298	-14640.266158907092	3256.215358156734	-11384.050800750358	294.3500110122541	8.602395120015746	1.0293510205193872
5790	5.890000000000302	-14569.55634873578	3189.1402158340748	-11380.416132901704	288.2866623974685	8.59256023033728	1.0305291971577635
5800	5.900000000000305	-14608.997354993244	3195.168577084102	-11413.828777909142	288.83160430245835	8.59256023033728	1.0305291971577635
5810	5.910000000000308	-14738.163665564647	3330.6341891918855	-11407.529476372762	301.0772023449293	8.585945854167338	1.031323088463379
5820	5.920000000000312	-14685.930893338953	3320.4951632570014	-11365.435730081952	300.1606713212331	8.5138270456549	1.0400592058325129
5830	5.930000000000315	-14664.580887033459	3222.69094977799	-11441.889937255468	291.31952657247535	8.5138270456549	1.0400592058325129
5840	5.940000000000318	-14708.857666719166	3249.688377392651	-11459.169289326515	293.7599957188946	8.5138270456549	1.0400592058325129
5850	5.950000000000322	-14642.465730665093	3213.65642836846	-11428.809302296633	290.5028387358665	8.531946064092098	1.03785046567116
5860	5.960000000000325	-14671.882328273085	3321.265841997819	-11350.616486275267	300.2303378730102	8.531946064092098	1.03785046567116
5870	5.970000000000328	-14593.463301245658	3261.3139421360247	-11332.149359109633	294.81090443771245	8.495040865937542	1.0423592229208127
5880	5.980000000000332	-14665.968114289526	3244.956307407171	-11421.011806882354	293.33223382383204	8.495040865937542	1.0423592229208127
5890	5.990000000000335	-14823.191801767603	3434.1139473810604	-11389.077854386544	310.43139566823925	8.543644211357174	1.0364294177803302
5900	6.000000000000338	-14640.391197184541	3334.803656856024	-11305.587540328517	301.4541070388342	8.543644211357174	1.0364294177803302
5910	6.010000000000342	-14458.618659964266	3073.522270670139	-11385.096389294127	277.8352211723145	8.619530735043316	1.0273046721324448
5920	6.020000000000345	-14695.330839611139	3253.7106089826298	-11441.620230628509	294.12359080784904	8.619530735043316	1.0273046721324448
5930	6.030000000000348	-14651.367012420766	3316.6808726217287	-11334.686139799036	299.81587333737616	8.619530735043316	1.0273046721324448
5940	6.040000000000352	-14627.118387130899	3228.322671911112	-11398.795715219787	291.8286137456409	8.619530735043316	1.0273046721324448
5950	6.050000000000355	-14656.080555386128	3287.0588639880334	-11369.021691398095	297.13815162413266	8.619530735043316	1.0273046721324448
5960	6.060000000000358	-14675.148575536079	3283.952305316638	-11391.196270219441	296.8573300326354	8.619530735043316	1.0273046721324448
5970	6.070000000000362	-14745.682373536412	3345.021673353933	-11400.66070018248	302.3777785217871	8.604722516655343	1.0290726026969081
5980	6.080000000000365	-14774.008725501466	3438.2367043375452	-11335.77202116392	310.8040778842672	8.550035370366194	1.0356546858729492
5990	6.0900000000003685	-14694.868881936385	3359.16236864646	-11335.706513289926	303.6560458835111	8.593563039660125	1.030408941533687
6000	6.100000000000372	-14734.535456871823	3387.1908915995236	-11347.344565272298	306.1897222938336	8.593563039660125	1.030408941533687
6010	6.110000000000375	-14694.565723163245	3357.001680482642	-11337.564042680602	303.460727541553	8.562642198399107	1.0341298854405871
6020	6.1200000000003785	-14758.144227652278	3421.352754409035	-11336.791473243244	309.27783029289145	8.562642198399107	1.0341298854405871
6030	6.130000000000382	-14672.799888186135	3369.035632021707	-11303.764256164428	304.5485529395788	8.6213589363365	1.027086827156501
6040	6.140000000000385	-14641.04145040267	3314.703681997091	-11326.33776840558	299.63714250476164	8.6213589363365	1.027086827156501
6050	6.1500000000003885	-14698.79225434871	3347.812544325709	-11350.979710023	302.6300630948017	8.6213589363365	1.027086827156501
6060	6.160000000000392	-14716.18305833408	3395.0237600982177	-11321.159298235862	306.8977850830692	8.638217394373726	1.0250823510724099
6070	6.170000000000395	-14608.665477321527	3308.304511172371	-11300.360966149156	299.0586807645063	8.721362042967623	1.015309782127351
6080	6.1800000000003985	-14600.308763955194	3281.321396533616	-11318.987367421578	296.61950545898884	8.721362042967623	1.015309782127351
6090	6.190000000000402	-14623.828921892986	3264.6101772140896	-11359.218744678896	295.10887208567436	8.720122311049941	1.0154541278025995
6100	6.200000000000405	-14669.443545080481	3371.6278339902183	-11297.815711090263	304.7828785581427	8.720122311049941	1.0154541278025995
6110	6.2100000000004085	-14579.300241095092	3321.587281923109	-11257.712959171982	300.2593948717471	8.711253321589435	1.0164879689302346
6120	6.220000000000412	-14535.08872395187	3184.6985737788577	-11350.390150173012	287.8851541297212	8.711253321589435	1.0164879689302346
6130	6.230000000000415	-14774.303986256262	3409.3709102887356	-11364.933075967527	308.1947152157752	8.711253321589435	1.0164879689302346
6140	6.2400000000004185	-14664.989998064737	3369.5102019216474	-11295.479796143089	304.591452330408	8.622125778245799	1.0269954792402438
6150	6.250000000000422	-14630.137342447179	3352.171502125973	-11277.965840321205	303.0240970069923	8.622125778245799	1.0269954792402438
6160	6.260000000000425	-14585.477576601006	3240.376326227694	-11345.101250373313	292.9182202030075	8.622125778245799	1.0269954792402438
6170	6.270000000000429	-14689.191479554096	3266.8025260130953	-11422.388953541002	295.3070524337627	8.619503852603714	1.0273078760820311
6180	6.280000000000432	-14726.296148865757	3425.5173720048892	-11300.778776860867	309.6542965582847	8.619503852603714	1.0273078760820311
6190	6.290000000000435	-14586.649814402484	3305.962758451298	-11280.687055951186	298.84699484591096	8.618577879282293	1.027418249243295
6200	6.300000000000439	-14705.992637430414	3338.7792197423496	-11367.213417688065	301.8134834469205	8.682285994465529	1.019879349902053
6210	6.310000000000442	-14650.97414004753	3334.797155715822	-11316.176984331709	301.4535193594335	8.68216708282923	1.0198933182490302
6220	6.320000000000445	-14557.389789393694	3232.613797188447	-11324.775992205246	292.21651584476786	8.68216708282923	1.0198933182490302
6230	6.330000000000449	-14633.319922222308	3253.122695053887	-11380.19722716842	294.07044552955347	8.689542562577055	1.01902765674159
6240	6.340000000000452	-14566.0672446251	3210.5553361064126	-11355.511908518687	290.22251128786854	8.725817465050671	1.0147913626620637
6250	6.350000000000455	-14536.607984058257	3167.9851928065837	-11368.622791251673	286.3743253508698	8.70350674772121	1.017392696112705
6260	6.360000000000459	-14642.92361212991	3303.6758788049583	-11339.247733324952	298.6402692534535	8.70350674772121	1.017392696112705
6270	6.370000000000462	-14674.49942855323	3368.3229904806176	-11306.176438072613	304.48413273931726	8.70350674772121	1.017392696112705
6280	6.380000000000465	-14527.33742157947	3192.9277823593143	-11334.409639220155	288.62904461909307	8.710379367399465	1.0165899580494258
6290	6.390000000000469	-14621.66618205815	3305.816706686281	-11315.84947537187	298.83379229819445	8.710379367399465	1.0165899580494258
6300	6.400000000000472	-14708.563034622837	3368.6985303891456	-11339.864504233692	304.51808017953607	8.710379367399465	1.0165899580494258
6310	6.410000000000475	-14613.2186817209	3324.8887260842403	-11288.32995563666	300.55783340184956	8.793433780069401	1.006988216112923
6320	6.420000000000479	-14467.03728733998	3219.8070028472553	-11247.230284492724	291.05882827170285	8.793433780069401	1.006988216112923
6330	6.430000000000482	-14503.176640943719	3157.4220504266145	-11345.754590517105	285.4194557449394	8.712693999917622	1.0163198886340927
6340	6.440000000000485	-14664.507834260867	3328.917548256007	-11335.590286004859	300.9220242553984	8.694227600157713	1.0184785357515345
6350	6.450000000000489	-14688.559642811362	3423.278315710303	-11265.28132710106	309.45189402267926	8.656067190017788	1.0229685146056506
6360	6.460000000000492	-14660.350168455161	3438.3297067244753	-11222.020461730686	310.8124849613816	8.734324026101563	1.013803033782278
6370	6.470000000000495	-14610.426844837215	3321.836615393381	-11288.590229443835	300.28193370952283	8.781764758237184	1.008326280591089
6380	6.480000000000499	-14640.401324231942	3348.5317868100265	-11291.869537421915	302.6950799962941	8.7170976921267	1.0158064654589056
6390	6.490000000000502	-14659.067389816719	3395.667576654221	-11263.399813162498	306.95598375530227	8.7170976921267	1.0158064654589056
6400	6.500000000000505	-14593.85976781423	3329.922689535128	-11263.937078279103	301.01288536685314	8.697641605766927	1.0180787616988058
6410	6.510000000000509	-14627.819107098254	3313.4391801305633	-11314.379926967691	299.5228361406555	8.685905169052667	1.0194543946034087
6420	6.520000000000512	-14700.061454561332	3403.2261100137175	-11296.835344547613	307.63924764693365	8.685905169052667	1.0194543946034087
6430	6.530000000000515	-14555.240547014568	3241.7476132409547	-11313.492933773614	293.04217955552485	8.680624026299592	1.0200746131697052
6440	6.540000000000519	-14602.932363539787	3251.141060913499	-11351.791302626287	293.89131301929604	8.666442962350802	1.0217437804837624
6450	6.550000000000522	-14714.128011234796	3363.6745398115554	-11350.45347142324	304.0639297259628	8.609923216146635	1.0284510062869296
6460	6.560000000000525	-14569.13516017501	3257.6579585946024	-11311.477201580408	294.48041683867126	8.688418944549923	1.0191594411148537
6470	6.570000000000529	-14597.001136743573	3253.443610439646	-11343.557526303926	294.0994551118268	8.665528860290836	1.0218515613370207
6480	6.580000000000532	-14695.284089788202	3334.453449599561	-11360.83064018864	301.4224495781142	8.586801319640772	1.0312203422530857
6490	6.590000000000535	-14655.196028731976	3370.08975251632	-11285.106276215656	304.6438415937584	8.586801319640772	1.0312203422530857
6500	6.600000000000539	-14657.269968669114	3344.934186883557	-11312.335781785558	302.3698700634433	8.586801319640772	1.0312203422530857
6510	6.610000000000542	-14617.025192977679	3257.501365215648	-11359.52382776203	294.4662613674417	8.586801319640772	1.0312203422530857
6520	6.6200000000005454	-14600.550267083361	3250.6567756715153	-11349.893491411845	293.8475353969241	8.627926722440725	1.0263049838692044
6530	6.630000000000549	-14611.088653281775	3236.2407868523615	-11374.847866429413	292.5443825028623	8.597076152374523	1.029987874802467
6540	6.640000000000552	-14647.059113272777	3299.8063637115274	-11347.252749561248	298.2904791796765	8.573913637386571	1.0327703975332176
