#"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
1840	1.9399999999998971	-14636.726120241532	3026.9232557524397	-11609.802864489093	273.6228399120193	9.029846904988641	0.9806239561832685
1850	1.949999999999896	-14670.951007758213	3033.158544634556	-11637.792463123656	274.1864873214322	9.029846904988641	0.9806239561832685
1860	1.959999999999895	-14743.68781835024	3133.3258107070965	-11610.362007643143	283.2412434196928	9.029846904988641	0.9806239561832685
1870	1.9699999999998938	-14596.77647081565	2970.3520770366367	-11626.424393779012	268.50901135757164	9.029846904988641	0.9806239561832685
1880	1.9799999999998927	-14698.441075748586	3035.752026508702	-11662.689049239883	274.4209286388047	8.962241012514674	0.9880212084605224
1890	1.9899999999998916	-14741.33661774664	3098.0610846689838	-11643.275533077656	280.0534406007974	8.983628337932654	0.9856690262118439
1900	1.9999999999998905	-14746.963495580632	3120.3301428899063	-11626.633352690726	282.066482372172	9.0415067006157	0.9793593577822833
1910	2.0099999999998897	-14775.687125040684	3156.316446696949	-11619.370678343736	285.319513193785	9.0415067006157	0.9793593577822833
1920	2.0199999999998886	-14710.384173749882	3085.389271047885	-11624.994902701997	278.90795479330245	9.050040813828494	0.9784358300538172
1930	2.0299999999998875	-14720.559362574535	3085.671165460381	-11634.888197114155	278.933437021686	9.010083854425464	0.9827748929717197
1940	2.0399999999998863	-14738.369431083638	3126.724699506252	-11611.644731577386	282.6445270047928	9.010083854425464	0.9827748929717197
1950	2.0499999999998852	-14766.385466474254	3182.324226870463	-11584.06123960379	287.6705218152822	9.092077901363307	0.9739120464829566
1960	2.059999999999884	-14578.12989673497	3032.6812456085327	-11545.448651126437	274.1433412275431	9.101169557251565	0.9729391524898988
1970	2.069999999999883	-14601.481149669631	3046.4342473701577	-11555.046902299473	275.38656250584256	9.0900642734345	0.9741277871463897
1980	2.079999999999882	-14748.074357932324	3177.4795502293055	-11570.594807703019	287.23258068859866	9.053205942059371	0.9780937551151019
1990	2.089999999999881	-14736.001584914948	3159.247311807624	-11576.754273107323	285.5844527271735	9.005845726946403	0.9832373842696965
2000	2.0999999999998797	-14743.153310548563	3162.8103801699917	-11580.34293037857	285.90654113237474	8.990736872155122	0.9848897061066639
2010	2.1099999999998786	-14781.05400674576	3191.8365127042457	-11589.217494041515	288.5303978160854	8.990736872155122	0.9848897061066639
2020	2.1199999999998775	-14720.706352907411	3149.016668839637	-11571.689684067775	284.6596398573042	8.950633585212769	0.9893025014819342
2030	2.1299999999998764	-14676.312998568454	3075.8177509969937	-11600.49524757146	278.04272423497144	9.025255208223275	0.9811228592883624
2040	2.1399999999998753	-14678.84878190977	3090.8360739460027	-11588.012707963768	279.40032594099887	9.049195887503853	0.978527186921329
2050	2.1499999999998742	-14666.27061471252	3128.931471444055	-11537.339143268464	282.84401115210716	8.997132289110285	0.9841896185539863
2060	2.159999999999873	-14689.762383026417	3137.5671373909363	-11552.195245635481	283.62464390730725	8.997132289110285	0.9841896185539863
2070	2.169999999999872	-14690.57053912212	3108.428921380292	-11582.141617741829	280.99065528547794	9.055431108946829	0.97785341075043
2080	2.179999999999871	-14678.364045511187	3129.3665627880346	-11548.997482723153	282.88334182523687	9.055431108946829	0.97785341075043
2090	2.18999999999987	-14708.183064859159	3197.711213145303	-11510.471851713855	289.0614493434935	9.007578545705472	0.9830482355239557
2100	2.1999999999998687	-14651.317509641594	3114.381003076909	-11536.936506564685	281.52870179660823	9.028161249730905	0.9808070492718698
2110	2.2099999999998676	-14767.525971347332	3185.1080860931734	-11582.417885254159	287.9221725517142	9.028161249730905	0.9808070492718698
2120	2.2199999999998665	-14746.33553280207	3193.828194741787	-11552.507338060283	288.71043861965643	9.035298832312746	0.9800322446482537
2130	2.2299999999998654	-14637.833545501886	3101.0665233848945	-11536.767022116992	280.3251213165427	9.01236660678484	0.982525964826256
2140	2.2399999999998643	-14643.971674091135	3060.0565445805123	-11583.915129510624	276.617968568662	8.961204990567058	0.9881354354710364
2150	2.249999999999863	-14774.93592233475	3236.6284561182165	-11538.307466216533	292.579426392815	8.961204990567058	0.9881354354710364
2160	2.259999999999862	-14555.459334732775	3069.4803450205836	-11485.978989712192	277.4698458120893	8.961204990567058	0.9881354354710364
2170	2.269999999999861	-14566.070201381586	3053.977997884385	-11512.0922034972	276.0684900820927	9.045049884050599	0.9789757170176895
2180	2.27999999999986	-14609.423352929396	3092.331561747795	-11517.091791181601	279.5355125925278	9.005864102415698	0.983235378082599
2190	2.289999999999859	-14631.39727805536	3125.7498497208144	-11505.647428334545	282.5564041340619	9.005864102415698	0.983235378082599
2200	2.2999999999998577	-14573.22998243855	3082.733197305946	-11490.496785132604	278.66785539900695	8.975046236995905	0.9866115406958705
